"Dates","Queue","ChatsConnected","Hot Leads","Invites Accepted","Interactive Chats","Invites Offered"
"25-03-2016 14:00","optus-CMR-Mobile-New","27","522","28","19","462"
"25-03-2016 15:00","optus-CMR-Mobile-New","18","551","18","17","479"
"25-03-2016 16:00","optus-CMR-Mobile-New","11","181","11","9","245"
"25-03-2016 17:00","optus-CMR-Mobile-New","18","424","22","17","400"
"25-03-2016 18:00","optus-CMR-Mobile-New","18","429","18","18","415"
"25-03-2016 19:00","optus-CMR-Mobile-New","12","441","14","11","376"
"25-03-2016 20:00","optus-CMR-Mobile-New","12","433","15","9","411"
"25-03-2016 21:00","optus-CMR-Mobile-New","3","245","5","5","116"
"25-03-2016 22:00","optus-CMR-Mobile-New","1","203","1","3","81"
"25-03-2016 23:00","optus-CMR-Mobile-New","0","191","1","0","32"
"26-03-2016 00:00","optus-CMR-Mobile-New","0","108","0","0","2"
"26-03-2016 01:00","optus-CMR-Mobile-New","0","91","0","0","13"
"26-03-2016 02:00","optus-CMR-Mobile-New","1","44","1","2","26"
"26-03-2016 03:00","optus-CMR-Mobile-New","1","21","2","1","9"
"26-03-2016 04:00","optus-CMR-Mobile-New","1","16","1","1","11"
"26-03-2016 05:00","optus-CMR-Mobile-New","1","38","1","1","28"
"26-03-2016 06:00","optus-CMR-Mobile-New","3","97","3","3","84"
"26-03-2016 07:00","optus-CMR-Mobile-New","7","193","8","6","171"
"26-03-2016 08:00","optus-CMR-Mobile-New","4","374","4","3","179"
"26-03-2016 09:00","optus-CMR-Mobile-New","4","489","5","2","197"
"26-03-2016 10:00","optus-CMR-Mobile-New","13","601","15","12","330"
"26-03-2016 11:00","optus-CMR-Mobile-New","9","606","8","6","335"
"26-03-2016 12:00","optus-CMR-Mobile-New","22","590","22","20","486"
"26-03-2016 13:00","optus-CMR-Mobile-New","16","543","16","14","362"
"26-03-2016 14:00","optus-CMR-Mobile-New","15","601","14","13","486"
"26-03-2016 15:00","optus-CMR-Mobile-New","30","521","31","25","435"
"26-03-2016 16:00","optus-CMR-Mobile-New","24","478","23","16","381"
"26-03-2016 17:00","optus-CMR-Mobile-New","13","435","12","10","356"
"26-03-2016 18:00","optus-CMR-Mobile-New","7","352","8","6","254"
"26-03-2016 19:00","optus-CMR-Mobile-New","16","384","19","14","323"
"26-03-2016 20:00","optus-CMR-Mobile-New","12","373","11","9","297"
"26-03-2016 21:00","optus-CMR-Mobile-New","10","330","11","8","244"
"26-03-2016 22:00","optus-CMR-Mobile-New","7","273","7","5","252"
"26-03-2016 23:00","optus-CMR-Mobile-New","3","220","3","3","118"
"27-03-2016 00:00","optus-CMR-Mobile-New","1","128","1","1","46"
"27-03-2016 01:00","optus-CMR-Mobile-New","1","44","1","1","4"
"27-03-2016 02:00","optus-CMR-Mobile-New","1","19","0","1","2"
"27-03-2016 03:00","optus-CMR-Mobile-New","1","44","1","0","19"
"27-03-2016 04:00","optus-CMR-Mobile-New","1","25","1","1","19"
"27-03-2016 05:00","optus-CMR-Mobile-New","1","23","1","1","23"
"27-03-2016 06:00","optus-CMR-Mobile-New","3","107","3","3","101"
"27-03-2016 07:00","optus-CMR-Mobile-New","6","173","6","4","122"
"27-03-2016 08:00","optus-CMR-Mobile-New","5","280","7","5","122"
"27-03-2016 09:00","optus-CMR-Mobile-New","13","410","14","11","216"
"27-03-2016 10:00","optus-CMR-Mobile-New","8","453","10","7","307"
"27-03-2016 11:00","optus-CMR-Mobile-New","9","465","10","6","395"
"27-03-2016 12:00","optus-CMR-Mobile-New","18","434","18","16","358"
"27-03-2016 13:00","optus-CMR-Mobile-New","13","461","13","10","339"
"27-03-2016 14:00","optus-CMR-Mobile-New","26","475","27","25","403"
"27-03-2016 15:00","optus-CMR-Mobile-New","18","427","17","15","393"
"27-03-2016 16:00","optus-CMR-Mobile-New","16","455","19","13","418"
"27-03-2016 17:00","optus-CMR-Mobile-New","13","388","13","10","358"
"27-03-2016 18:00","optus-CMR-Mobile-New","17","400","18","14","386"
"27-03-2016 19:00","optus-CMR-Mobile-New","17","407","21","16","326"
"27-03-2016 20:00","optus-CMR-Mobile-New","13","427","14","12","297"
"27-03-2016 21:00","optus-CMR-Mobile-New","13","395","14","13","322"
"27-03-2016 22:00","optus-CMR-Mobile-New","2","294","3","3","81"
"27-03-2016 23:00","optus-CMR-Mobile-New","4","248","4","3","119"
"28-03-2016 00:00","optus-CMR-Mobile-New","2","144","2","2","33"
"28-03-2016 01:00","optus-CMR-Mobile-New","2","82","2","1","49"
"28-03-2016 02:00","optus-CMR-Mobile-New","1","50","2","1","28"
"28-03-2016 03:00","optus-CMR-Mobile-New","1","46","1","1","24"
"28-03-2016 04:00","optus-CMR-Mobile-New","3","37","2","1","34"
"28-03-2016 05:00","optus-CMR-Mobile-New","0","49","0","0","43"
"28-03-2016 06:00","optus-CMR-Mobile-New","3","104","3","3","88"
"28-03-2016 07:00","optus-CMR-Mobile-New","9","222","9","6","174"
"28-03-2016 08:00","optus-CMR-Mobile-New","7","419","6","7","129"
"28-03-2016 09:00","optus-CMR-Mobile-New","6","613","5","5","178"
"28-03-2016 10:00","optus-CMR-Mobile-New","14","667","14","13","288"
"28-03-2016 11:00","optus-CMR-Mobile-New","0","653","0","0","27"
"28-03-2016 12:00","optus-CMR-Mobile-New","11","723","14","11","308"
"28-03-2016 13:00","optus-CMR-Mobile-New","14","685","18","13","292"
"28-03-2016 14:00","optus-CMR-Mobile-New","13","687","15","13","292"
"28-03-2016 15:00","optus-CMR-Mobile-New","16","714","19","14","376"
"28-03-2016 16:00","optus-CMR-Mobile-New","17","629","17","16","466"
"28-03-2016 17:00","optus-CMR-Mobile-New","21","551","22","16","487"
"28-03-2016 18:00","optus-CMR-Mobile-New","17","565","19","15","393"
"28-03-2016 19:00","optus-CMR-Mobile-New","13","622","15","14","383"
"28-03-2016 20:00","optus-CMR-Mobile-New","13","601","13","14","421"
"28-03-2016 21:00","optus-CMR-Mobile-New","10","522","11","9","291"
"28-03-2016 22:00","optus-CMR-Mobile-New","9","338","9","9","228"
"28-03-2016 23:00","optus-CMR-Mobile-New","1","224","2","1","135"
"29-03-2016 00:00","optus-CMR-Mobile-New","2","173","2","1","139"
"29-03-2016 01:00","optus-CMR-Mobile-New","1","84","1","1","46"
"29-03-2016 02:00","optus-CMR-Mobile-New","3","57","4","3","39"
"29-03-2016 03:00","optus-CMR-Mobile-New","0","44","0","0","35"
"29-03-2016 04:00","optus-CMR-Mobile-New","1","31","1","1","23"
"29-03-2016 05:00","optus-CMR-Mobile-New","5","67","5","4","52"
"29-03-2016 06:00","optus-CMR-Mobile-New","8","154","11","5","132"
"29-03-2016 07:00","optus-CMR-Mobile-New","4","366","3","3","47"
"29-03-2016 08:00","optus-CMR-Mobile-New","15","751","24","15","440"
"29-03-2016 09:00","optus-CMR-Mobile-New","17","824","16","16","337"
"29-03-2016 10:00","optus-CMR-Mobile-New","5","831","6","4","149"
"29-03-2016 11:00","optus-CMR-Mobile-New","9","849","12","8","273"
"29-03-2016 12:00","optus-CMR-Mobile-New","17","879","21","16","406"
"29-03-2016 13:00","optus-CMR-Mobile-New","33","936","41","29","609"
"29-03-2016 14:00","optus-CMR-Mobile-New","11","1000","12","8","225"
"29-03-2016 15:00","optus-CMR-Mobile-New","23","1223","38","21","743"
"29-03-2016 16:00","optus-CMR-Mobile-New","26","903","30","21","675"
"29-03-2016 17:00","optus-CMR-Mobile-New","15","772","16","13","420"
"29-03-2016 18:00","optus-CMR-Mobile-New","6","719","9","5","217"
"29-03-2016 19:00","optus-CMR-Mobile-New","6","722","9","4","122"
"29-03-2016 20:00","optus-CMR-Mobile-New","10","611","11","10","284"
"29-03-2016 21:00","optus-CMR-Mobile-New","8","553","14","8","226"
"29-03-2016 22:00","optus-CMR-Mobile-New","10","437","12","10","311"
"29-03-2016 23:00","optus-CMR-Mobile-New","8","233","8","6","183"
"30-03-2016 00:00","optus-CMR-Mobile-New","6","139","7","7","136"
"30-03-2016 01:00","optus-CMR-Mobile-New","2","78","1","2","55"
"30-03-2016 02:00","optus-CMR-Mobile-New","0","55","0","0","12"
"30-03-2016 03:00","optus-CMR-Mobile-New","1","43","2","0","33"
"30-03-2016 04:00","optus-CMR-Mobile-New","2","43","2","1","42"
"30-03-2016 05:00","optus-CMR-Mobile-New","2","78","2","2","65"
"30-03-2016 06:00","optus-CMR-Mobile-New","7","137","7","6","123"
"30-03-2016 07:00","optus-CMR-Mobile-New","8","386","10","6","158"
"30-03-2016 08:00","optus-CMR-Mobile-New","29","730","34","22","540"
"30-03-2016 09:00","optus-CMR-Mobile-New","17","1012","20","14","376"
"30-03-2016 10:00","optus-CMR-Mobile-New","9","1193","14","8","291"
"30-03-2016 11:00","optus-CMR-Mobile-New","28","1156","26","20","589"
"30-03-2016 12:00","optus-CMR-Mobile-New","12","1073","15","11","342"
"30-03-2016 13:00","optus-CMR-Mobile-New","6","1187","5","4","203"
"30-03-2016 14:00","optus-CMR-Mobile-New","18","1164","19","14","350"
"30-03-2016 15:00","optus-CMR-Mobile-New","14","1193","18","13","492"
"30-03-2016 16:00","optus-CMR-Mobile-New","29","1068","31","27","529"
"30-03-2016 17:00","optus-CMR-Mobile-New","20","826","21","15","457"
"30-03-2016 18:00","optus-CMR-Mobile-New","16","834","22","16","444"
"30-03-2016 19:00","optus-CMR-Mobile-New","12","780","11","8","199"
"30-03-2016 20:00","optus-CMR-Mobile-New","6","715","10","6","200"
"30-03-2016 21:00","optus-CMR-Mobile-New","9","608","18","11","238"
"30-03-2016 22:00","optus-CMR-Mobile-New","12","476","15","12","249"
"30-03-2016 23:00","optus-CMR-Mobile-New","4","281","6","4","181"
"31-03-2016 00:00","optus-CMR-Mobile-New","2","147","3","1","113"
"31-03-2016 01:00","optus-CMR-Mobile-New","1","89","1","2","29"
"31-03-2016 02:00","optus-CMR-Mobile-New","2","61","2","2","34"
"31-03-2016 03:00","optus-CMR-Mobile-New","2","59","2","1","36"
"31-03-2016 04:00","optus-CMR-Mobile-New","2","53","2","2","47"
"31-03-2016 05:00","optus-CMR-Mobile-New","2","98","2","2","82"
"31-03-2016 06:00","optus-CMR-Mobile-New","12","156","12","11","142"
"31-03-2016 07:00","optus-CMR-Mobile-New","16","425","18","13","284"
"31-03-2016 08:00","optus-CMR-Mobile-New","22","843","21","21","456"
"31-03-2016 09:00","optus-CMR-Mobile-New","10","1152","14","9","300"
"31-03-2016 10:00","optus-CMR-Mobile-New","7","1321","8","6","236"
"31-03-2016 11:00","optus-CMR-Mobile-New","34","662","40","27","521"
"31-03-2016 12:00","optus-CMR-Mobile-New","8","1256","8","8","117"
"31-03-2016 13:00","optus-CMR-Mobile-New","10","1409","13","9","299"
"31-03-2016 14:00","optus-CMR-Mobile-New","15","1297","18","15","442"
"31-03-2016 15:00","optus-CMR-Mobile-New","28","1210","32","22","507"
"31-03-2016 16:00","optus-CMR-Mobile-New","40","1134","45","36","881"
"31-03-2016 17:00","optus-CMR-Mobile-New","20","594","15","13","281"
"31-03-2016 18:00","optus-CMR-Mobile-New","4","621","2","1","42"
"31-03-2016 19:00","optus-CMR-Mobile-New","5","818","6","4","50"
"31-03-2016 20:00","optus-CMR-Mobile-New","3","733","6","0","64"
"31-03-2016 21:00","optus-CMR-Mobile-New","2","629","0","1","43"
"31-03-2016 22:00","optus-CMR-Mobile-New","0","517","1","0","31"
"31-03-2016 23:00","optus-CMR-Mobile-New","0","282","1","0","11"
